customer_id,gender,age,partner,number_of_dependents,married,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
7268-WNTCP,Male,45,Yes,2,Yes,No,No,No,No,No,No,No,None
7269-JISCY,Female,48,NA,0,No,No,No,No,No,No,No,No,DSL 
7270-BDIOA,f,60,No,0,No,No,No,No,Yes,Yes,No,No,Fiber Optic
7271-AJDTL,Female,64,Yes,0,Yes,No,Yes,Yes,No,Yes,No,No,Optic
7272-QDCKA,M,31,No,0,NA,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
7273-TEFQD,male,67,No,0,No,No,No,Yes,No,No,Yes,Yes,DSL
7274-CGTOD,male,21,No,0,NA,Yes,Yes,Yes,Yes,No,No,No,DSL
7274-RTAPZ,male,20,No,0,No,No,No,No,No,Yes,Yes,Yes,Fiber
7277-KAMWT,male,23,No,0,No,No,No,No,No,No,No,No,None
7277-OZCGZ,f,40,No,0,No,Yes,No,No,Yes,No,Yes,Yes,Optic
7278-CKDNC,m,76,No,0,No,No,Yes,No,No,No,No,No,Fiber Optic
7279-BUYWN,F,66,No,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
7279-NMVJC,f,38,NA,0,No,No,No,No,No,No,No,No,None
7284-BUYEC,female,46,No,0,No,No,Yes,No,No,Yes,Yes,Yes,Cable
7284-ZZLOH,Male,37,Yes,0,NA,Yes,No,Yes,No,No,No,No,DSL
7285-KLOTR,Female,46,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable
7291-CDTMJ,Male,40,No,0,No,No,No,No,No,No,No,No,None
7293-LSCDV,F,32,Yes,3,Yes,No,No,No,No,No,No,No,None
7294-TMAOP,f,30,No,0,No,No,No,No,No,Yes,Yes,Yes,Fiber Optic
7295-JOMMD,F,34,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7296-PIXQY,F,60,Yes,2,NA,No,No,No,No,No,No,No,Fiber Optic
7297-DVYGA,F,61,No,0,No,No,No,No,No,No,No,No,None
7298-IZWLY,Female,43,No,0,No,No,No,No,No,No,No,No,None
7299-GNVPL,female,19,Yes,2,Yes,Yes,Yes,No,Yes,No,No,No,Fiber
7301-ABVAD,F,37,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,cable
7302-ZHMHP,f,35,No,0,No,No,No,No,No,No,No,No,None
7305-ZWMAJ,m,45,Yes,0,Yes,No,No,No,No,No,No,No,None
7306-YDSOI,Male,32,Yes,1,Yes,Yes,Yes,Yes,No,No,No,No,DSL 
7310-EGVHZ,male,35,No,0,No,No,No,No,No,No,No,No,None
7311-MQJCH,female,54,No,0,No,No,No,No,No,No,No,No,None
7312-XSBAT,Male,47,No,0,NA,Yes,No,No,No,No,No,No,DSL
7314-OXENN,Male,42,No,0,No,No,Yes,No,No,No,No,No,Fiber Optic
7315-WYOAW,male,29,No,0,No,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
7317-GGVPB,M,57,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7318-EIVKO,M,38,No,0,No,No,No,No,No,Yes,No,No,DSL 
7319-VENRZ,m,19,No,0,NA,No,No,Yes,Yes,Yes,No,No,Cable
7319-ZNRTR,Male,43,Yes,2,Yes,No,No,No,No,No,No,No,None
7321-KKSDU,Male,38,No,2,No,No,No,No,No,No,No,No,None
7321-PKUYW,female,46,No,0,No,No,No,No,Yes,Yes,No,No,cable
7321-VGNKU,F,45,Yes,0,Yes,No,No,No,No,No,No,No,Fiber
7321-ZNSLA,Male,58,Yes,3,Yes,Yes,Yes,No,Yes,No,No,No,DSL 
7322-OCWHC,M,73,Yes,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber
7325-ENZFI,female,37,No,0,No,Yes,Yes,No,Yes,No,No,No,DSL 
7326-RIGQZ,m,48,Yes,3,Yes,No,No,No,No,No,No,No,Fiber
7328-OWMOM,F,63,No,0,No,No,No,No,No,No,No,No,None
7328-ZJAJO,F,19,Yes,2,Yes,No,No,No,No,No,No,No,None
7330-WZLNC,F,25,No,0,No,No,Yes,No,No,Yes,No,Yes,Fiber Optic
7336-RLLRH,male,42,Yes,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL
7337-CINUD,f,48,Yes,3,Yes,No,No,No,No,No,No,No,None
7338-ERIVA,m,40,No,0,No,Yes,No,No,Yes,Yes,No,No,DSL 
7339-POGZN,Female,24,No,0,No,No,No,No,No,No,No,No,DSL
7340-KEFQE,f,23,Yes,2,Yes,Yes,No,No,Yes,No,No,Yes,Cable
7341-LXCAF,Male,24,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
7343-EOBEU,male,19,Yes,0,NA,No,No,No,No,No,No,No,None
7346-MEDWM,Female,48,No,0,No,No,Yes,Yes,No,No,No,No,Optic
7349-ALMUX,m,35,No,0,No,Yes,Yes,Yes,Yes,No,No,No,cable
7351-KYHQH,Female,67,No,0,No,No,Yes,Yes,No,Yes,No,No,Cable
7351-MHQVU,f,43,No,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Cable
7353-YOWFP,Female,41,No,0,No,No,No,No,No,No,No,No,None
7354-OIJLX,male,52,NA,0,No,No,No,No,No,No,No,No,Fiber Optic
7356-AYNJP,female,33,No,0,NA,No,No,No,No,No,No,No,None
7356-IWLFW,m,43,Yes,1,Yes,No,Yes,No,No,No,No,No,Fiber Optic
7359-PTSXY,Male,36,No,0,No,No,No,No,No,No,No,No,DSL 
7359-SSBJK,Female,80,No,0,No,Yes,Yes,No,Yes,Yes,No,No,DSL
7359-WWYJV,m,53,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optic
7361-YPXFS,f,67,No,0,No,No,Yes,Yes,Yes,No,No,No,Cable
7363-QTBIW,f,24,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Optic
7365-BVCJH,male,40,No,0,No,No,No,No,No,No,No,No,DSL 
7369-TRPFD,male,62,No,0,No,No,No,No,No,No,No,No,None
7375-WMVMT,Male,75,Yes,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Fiber
7377-DMMRI,M,35,No,0,No,Yes,No,No,No,No,No,No,DSL 
7379-FNIUJ,M,49,No,0,NA,Yes,Yes,No,No,Yes,Yes,Yes,Fiber
7379-POKDZ,M,31,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
7382-DFJTU,male,63,No,0,No,No,No,Yes,Yes,No,No,No,DSL 
7384-GHBPI,Male,61,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Cable
7389-KBFIT,f,31,Yes,2,NA,No,Yes,No,No,No,No,No,DSL
7392-YYPYJ,m,26,No,0,NA,No,Yes,No,No,Yes,Yes,Yes,Optic
7394-FKDNK,f,62,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,Fiber
7394-LWLYN,female,57,No,0,No,No,No,No,No,No,No,No,Fiber Optic
7395-IGJOS,M,70,Yes,0,Yes,No,No,No,No,No,Yes,No,Fiber
7395-XWZOY,Male,45,No,0,No,Yes,Yes,Yes,Yes,Yes,No,No,DSL
7396-VJUZB,Male,33,Yes,2,NA,No,No,No,No,No,No,No,DSL 
7398-HPYZQ,Male,30,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
7398-LXGYX,m,53,Yes,0,Yes,Yes,No,Yes,No,No,No,No,Fiber
7398-SKNQZ,Female,51,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
7399-QHBJS,F,56,Yes,3,Yes,Yes,Yes,No,Yes,No,No,No,Cable
7401-JIXNM,female,27,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
7401-RUBNK,Female,25,Yes,0,Yes,Yes,No,No,No,No,No,No,Fiber
7402-EYFXX,M,65,No,0,No,No,No,No,No,Yes,Yes,Yes,Fiber Optic
7402-PWYJJ,female,21,Yes,0,Yes,No,No,No,Yes,No,Yes,Yes,Optic
7404-JLKQG,f,21,No,0,No,No,No,Yes,No,Yes,No,No,Cable
7407-SUJIZ,M,33,No,0,NA,No,No,No,No,No,No,No,None
7408-OFWXJ,F,23,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
7409-JURKQ,f,29,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
7409-KIUTL,F,80,No,0,No,No,No,No,No,No,No,No,Fiber
7410-KTVFV,Male,53,Yes,0,Yes,No,No,Yes,No,No,No,No,DSL 
7410-OIEDU,Male,29,No,0,No,Yes,No,Yes,No,No,No,No,Fiber Optic
7410-YTJIK,F,35,No,0,No,No,No,No,No,No,No,No,Fiber Optic
7416-CKTEP,female,54,Yes,0,Yes,No,No,No,No,No,No,No,None
7421-ZLUPA,female,57,No,0,No,No,Yes,No,No,No,No,No,DSL
7422-WNBTY,male,35,Yes,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Optic
7426-GSWPO,m,78,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Optic
7426-RHZGU,m,41,No,0,No,No,No,No,Yes,Yes,Yes,Yes,Optic
7426-WEIJX,Male,71,Yes,1,Yes,Yes,No,No,No,No,No,No,Fiber Optic
7427-AUFPY,m,27,No,0,No,No,No,No,No,No,No,No,None
7432-FFVAR,F,23,Yes,3,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber
7434-SHXLS,female,21,No,0,No,No,No,No,No,No,No,No,None
7435-ZNUYY,M,24,No,0,No,No,No,No,No,No,No,No,None
7439-DKZTW,Male,49,No,0,No,No,No,No,No,Yes,No,No,Fiber Optic
7442-YGZFK,Male,31,No,0,No,No,No,No,No,No,No,No,DSL 
7445-WMRBW,female,49,No,0,NA,No,Yes,Yes,Yes,Yes,No,No,DSL 
7446-KQISO,M,62,Yes,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7446-SFAOA,f,54,Yes,0,Yes,No,No,No,No,No,No,No,None
7446-YPODE,male,75,No,0,No,Yes,Yes,No,No,No,No,No,DSL 
7449-HVPIV,Male,38,Yes,3,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic
7450-NWRTR,male,76,No,0,No,No,No,Yes,No,Yes,Yes,No,Optic
7452-FOLON,m,45,No,2,No,No,No,No,No,No,No,No,None
7459-IMVYU,m,51,No,0,No,Yes,Yes,Yes,Yes,No,No,No,DSL
7459-RRWQZ,Female,51,No,0,No,Yes,No,No,No,No,Yes,Yes,DSL
7460-ITWWP,Female,67,Yes,0,Yes,No,No,Yes,No,No,Yes,No,Fiber Optic
7463-IFMQU,f,44,Yes,0,Yes,No,No,No,No,No,No,No,None
7465-ZZRVX,M,63,No,0,No,No,No,No,No,No,No,No,Fiber
7469-LKBCI,m,21,No,0,No,No,No,No,No,No,No,No,None
7470-DYNOE,m,37,No,0,NA,No,No,Yes,No,No,Yes,Yes,DSL 
7470-MCQTK,Female,42,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL 
7471-MQPOS,male,74,Yes,3,Yes,No,Yes,Yes,Yes,No,Yes,No,DSL 
7471-WNSUF,M,23,Yes,0,NA,No,No,No,No,No,No,No,None
7472-EQOAV,M,76,Yes,2,Yes,Yes,Yes,Yes,No,No,No,No,Optic
7473-ZBDSN,female,38,Yes,3,Yes,No,No,No,No,No,No,No,None
7479-NITWS,male,35,No,0,No,No,No,Yes,No,Yes,No,No,Fiber
7480-QNVZJ,M,65,No,0,No,No,No,No,No,Yes,Yes,Yes,Fiber Optic
7480-SPLEF,male,63,Yes,2,Yes,No,No,No,No,No,No,No,None
7481-ATQQS,female,76,No,0,NA,No,No,Yes,No,No,Yes,No,Optic
7483-IQWIB,male,33,Yes,1,NA,No,Yes,Yes,No,Yes,No,No,Optic
7486-KSRVI,M,56,No,0,No,No,No,No,Yes,Yes,Yes,Yes,Fiber
7488-MXJIV,Female,63,No,0,No,No,No,No,No,Yes,No,No,Fiber Optic
7492-TAFJD,male,26,Yes,0,Yes,Yes,Yes,Yes,No,No,No,No,Cable
7493-GVFIO,m,56,No,0,No,No,No,No,No,No,No,No,None
7493-TPUWZ,m,64,No,0,NA,No,Yes,No,No,No,No,No,Optic
7495-OOKFY,female,74,Yes,1,Yes,No,Yes,No,No,No,No,No,Fiber
7501-IWUNG,f,57,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
7501-VTYLJ,f,21,No,1,No,No,Yes,No,No,No,No,No,DSL 
7502-BNYGS,Female,29,Yes,0,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL
7503-EPSZW,F,45,Yes,3,Yes,No,No,No,No,No,No,No,None
7503-MIOGA,Female,68,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Cable
7503-QQRVF,m,74,Yes,0,Yes,No,Yes,No,No,No,No,No,Optic
7503-ZGUZJ,m,25,No,0,NA,No,No,No,No,Yes,No,No,Fiber Optic
7504-UWHNB,M,42,No,0,No,No,No,No,No,No,No,No,Fiber
7508-DQAKK,female,21,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
7508-KBIMB,male,33,Yes,3,Yes,Yes,No,Yes,No,No,No,No,cable
7508-MYBOG,male,20,Yes,0,Yes,No,No,No,No,Yes,No,No,Fiber Optic
7508-SMHXL,f,72,No,0,No,No,Yes,No,No,Yes,No,No,Optic
7511-YMXVQ,Male,54,No,0,No,No,No,No,No,Yes,Yes,Yes,cable
7515-LODFU,M,67,NA,0,No,No,No,No,No,No,No,No,None
7516-GMHUV,male,77,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Optic
7517-LDMPS,F,31,No,0,No,No,Yes,No,No,No,Yes,Yes,Fiber Optic
7517-SAWMO,Female,31,Yes,0,Yes,Yes,No,No,No,No,No,No,Optic
7519-JTWQH,Female,30,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
7520-HQWJU,f,22,Yes,1,Yes,Yes,Yes,Yes,No,No,No,No,DSL
7521-AFHAB,female,45,Yes,2,Yes,No,No,No,No,No,No,No,Cable
7521-YXVZY,m,38,No,3,No,No,No,No,No,No,No,No,None
7524-VRLPL,M,71,No,0,No,Yes,No,Yes,Yes,No,Yes,Yes,cable
7526-BEZQB,Male,39,No,0,No,No,No,No,No,Yes,Yes,Yes,cable
7526-IVLYU,m,46,No,0,No,No,No,No,No,No,No,No,None
7527-QNRUS,M,33,Yes,3,NA,No,No,No,No,No,No,No,None
7529-ZDFXI,m,79,Yes,0,NA,No,Yes,No,No,No,Yes,No,Optic
7530-HDYDS,f,26,No,0,No,No,Yes,Yes,Yes,No,No,Yes,Optic
7531-GQHME,M,34,No,0,No,No,No,No,No,No,No,No,None
7534-BFESC,Male,69,No,0,No,No,No,No,No,No,No,No,Fiber Optic
7537-CBQUZ,m,68,No,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber
7537-RBWEA,F,19,No,0,No,No,No,No,No,No,No,No,Cable
7538-GWHML,female,52,No,0,NA,No,No,No,No,No,No,No,Fiber
7541-YLXCL,male,25,No,0,No,No,Yes,No,Yes,No,Yes,Yes,Cable
7542-CYDDM,male,61,No,0,No,No,No,No,No,No,No,No,None
7544-ZVIKX,m,33,Yes,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7547-EKNFS,m,37,Yes,0,NA,No,Yes,Yes,No,Yes,No,No,Optic
7548-SEPYI,f,62,No,0,No,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
7549-MYGPK,F,48,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Optic
7550-WIQVA,M,34,Yes,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
7551-DACSP,Male,49,Yes,1,Yes,No,Yes,Yes,No,No,No,No,DSL 
7551-JOHTI,F,54,No,0,No,No,No,No,No,No,No,No,None
7552-KEYGT,Male,53,Yes,0,Yes,No,No,No,No,No,No,No,None
7554-AKDQF,female,27,Yes,0,Yes,No,No,No,No,No,No,No,DSL 
7554-NEWDD,M,44,No,0,No,No,No,No,No,No,No,No,None
7558-IMLMT,male,48,Yes,2,Yes,No,No,No,No,No,No,No,None
7560-QJAVJ,Female,60,No,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
7560-QRBXH,Female,32,No,0,No,No,No,No,No,No,No,No,None
7562-GSUHK,f,40,No,0,NA,No,Yes,Yes,No,No,Yes,Yes,Fiber
7562-UXTPG,F,40,No,0,No,No,No,No,No,No,No,No,Fiber Optic
7563-BIUPC,Male,30,No,0,No,No,No,No,No,Yes,No,No,Optic
7564-GHCVB,female,27,Yes,0,Yes,Yes,No,No,No,No,No,No,Fiber
7566-DSRLQ,Female,54,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7567-ECMCM,Male,23,No,0,No,No,No,No,No,No,Yes,Yes,Fiber
7568-PODML,Male,34,No,0,No,No,No,No,No,Yes,Yes,Yes,DSL 
7569-NMZYQ,Female,33,Yes,3,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optic
7570-WELNY,Female,52,Yes,0,Yes,Yes,Yes,No,No,No,No,No,Optic
7571-YXDAD,f,37,No,0,No,No,No,No,No,No,No,No,Optic
7572-KPVKK,M,44,No,1,NA,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7576-ASEJU,F,38,Yes,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL
7576-JMYWV,female,76,Yes,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Fiber Optic
7576-OYWBN,Male,71,No,0,No,No,No,No,No,No,No,No,Fiber
7577-SWIFR,male,49,No,0,NA,No,No,No,No,Yes,Yes,Yes,Fiber Optic
7579-KKLOE,Male,59,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
7579-OOPEC,F,75,Yes,0,Yes,No,Yes,No,No,No,No,No,DSL
7580-UGXNC,f,73,No,0,No,Yes,Yes,No,No,No,No,No,DSL
7581-EBBOU,Female,49,No,0,No,No,Yes,Yes,Yes,Yes,No,No,DSL
7586-ZATGZ,Male,59,No,0,No,No,No,No,No,Yes,No,No,Optic
7587-AOVVU,M,39,Yes,1,NA,Yes,Yes,No,Yes,Yes,No,No,Fiber
7587-RZNME,m,23,No,0,No,No,No,No,No,No,No,Yes,DSL 
7590-VHVEG,F,36,Yes,0,Yes,No,Yes,No,No,No,No,No,DSL 
7593-JNWRU,male,61,Yes,1,Yes,No,No,No,No,No,No,No,DSL 
7593-XFKDI,M,39,No,0,No,No,No,No,No,No,No,No,DSL 
7594-LZNWR,male,67,No,0,No,No,No,No,No,No,No,No,Optic
7594-RQHXR,F,20,No,0,NA,No,No,No,No,No,Yes,Yes,Optic
7595-EHCDL,male,48,Yes,2,NA,No,No,Yes,No,Yes,Yes,Yes,DSL
7595-EUIVN,female,53,No,0,No,No,Yes,No,No,No,No,No,Fiber
7596-IIWYC,female,62,No,0,No,No,No,No,No,No,No,No,None
7596-LDUXP,female,61,No,0,No,Yes,No,No,No,Yes,No,No,Fiber
7596-ZYWBB,F,19,No,0,NA,Yes,Yes,No,Yes,No,No,No,DSL 
7598-UAASY,Male,19,Yes,0,NA,No,No,Yes,No,No,No,No,Fiber
7599-FKVXZ,Male,54,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7599-NTMDP,female,32,Yes,2,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable
7601-DHFWZ,F,54,No,0,NA,No,No,No,No,No,No,No,None
7601-GNDYK,m,52,Yes,3,Yes,No,No,No,No,No,No,No,None
7601-WFVZV,Male,35,No,0,No,No,No,No,No,No,No,No,None
7602-DBTOU,Female,46,Yes,0,Yes,No,No,No,No,No,No,No,None
7602-MVRMB,f,62,Yes,1,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
7603-USHJS,m,27,No,1,No,No,No,No,No,No,No,Yes,Fiber
7605-BDWDC,F,35,No,0,NA,Yes,Yes,No,Yes,No,Yes,Yes,DSL
7605-SNLQG,Female,42,Yes,0,Yes,No,No,Yes,No,No,No,No,DSL 
7606-BPHHN,Male,39,No,0,No,No,No,No,No,No,No,No,None
7607-QKKTJ,M,25,Yes,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic
7608-RGIRO,male,62,No,1,No,No,No,No,No,No,No,No,None
7609-NRNCA,Female,21,No,0,No,No,No,No,No,No,No,No,None
7609-YBPXG,m,60,No,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
7610-TVOPG,male,48,No,0,No,No,No,No,No,No,No,No,None
7611-YKYTC,m,50,Yes,2,Yes,Yes,No,No,No,No,No,No,Optic
7613-LLQFO,male,41,No,0,No,No,No,No,No,Yes,No,No,Optic
7614-QVWQL,M,57,Yes,0,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL 
7615-ESMYF,Female,23,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,cable
7617-EYGLW,m,62,No,0,No,No,No,No,No,No,No,No,None
7619-ODSGN,male,63,Yes,2,Yes,Yes,No,No,No,No,No,No,DSL 
7619-PLRLP,f,41,Yes,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,cable
7621-VPNET,f,60,Yes,0,NA,No,No,Yes,Yes,No,No,No,Optic
7622-FWGEW,Male,71,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DSL
7622-NXQZR,M,29,No,0,No,No,No,No,Yes,No,No,No,DSL
7623-HKYRK,male,46,No,1,No,No,No,No,No,No,No,No,None
7623-TRNQN,M,34,No,1,No,No,No,No,Yes,No,No,No,DSL 
7625-XCQRH,F,48,No,0,No,No,No,No,No,No,No,No,Optic
7627-JKIAZ,Female,62,Yes,0,Yes,No,No,Yes,No,No,No,No,Optic
7629-WFGLW,f,80,Yes,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic
7629-WIXZF,female,32,No,0,No,Yes,No,No,No,No,Yes,Yes,DSL
7632-MNYOY,Male,69,No,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Optic
7632-YUTXB,female,52,Yes,2,Yes,No,No,No,No,No,No,No,None
7633-MVPUY,M,50,Yes,0,Yes,Yes,Yes,No,Yes,No,No,No,cable
7634-HLQJR,Female,52,Yes,1,Yes,No,No,No,No,No,No,No,None
7634-WSWDB,female,22,No,1,No,Yes,No,No,No,No,Yes,Yes,DSL
7636-OWBPG,Male,79,No,0,NA,No,Yes,No,No,No,No,No,DSL 
7636-PEPNS,female,44,Yes,3,NA,No,No,No,No,No,No,No,Cable
7636-XUHWW,Male,56,No,0,No,No,No,No,No,No,No,No,None
7638-QVMVY,female,63,No,0,NA,No,No,No,No,Yes,No,No,Optic
7639-LIAYI,Male,23,No,0,No,Yes,No,No,Yes,Yes,Yes,Yes,cable
7639-OPLNG,male,56,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,No,No,Cable
7639-SUPCW,F,32,No,0,No,Yes,No,No,No,No,No,No,DSL 
7641-EUYET,male,76,Yes,0,NA,Yes,Yes,Yes,No,Yes,No,No,Fiber
7641-TQFHN,male,21,No,1,No,No,No,No,Yes,Yes,Yes,Yes,Fiber
7643-RCHXS,female,31,Yes,3,Yes,No,No,No,No,No,No,No,None
7644-OMVMY,male,56,Yes,1,Yes,No,No,No,No,No,No,No,None
7647-GYYKX,f,48,Yes,4,Yes,No,No,No,No,No,No,No,None
7649-PHJVR,m,22,No,0,No,No,No,No,No,No,No,No,None
7649-SIJJF,Male,36,Yes,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL 
7654-YWJUF,male,61,Yes,0,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic
7657-DYEPJ,M,73,No,0,No,No,Yes,Yes,Yes,Yes,No,No,Cable
7658-UYUQS,M,71,Yes,0,Yes,No,No,Yes,No,Yes,No,No,Optic
7660-HDPJV,f,51,No,0,NA,No,No,No,No,No,No,No,Fiber
7661-CPURM,Male,49,No,0,No,No,No,No,Yes,No,Yes,Yes,Optic
7663-CUXZB,Male,34,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optic
7663-RGWBC,m,44,No,0,No,No,No,No,No,No,No,No,DSL 
7663-YJHSN,F,33,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Optic
7663-ZTEGJ,M,46,No,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Fiber
7665-NKLAV,Female,19,Yes,3,Yes,Yes,No,Yes,Yes,No,No,No,Cable
7665-TOALD,F,25,No,0,No,No,No,No,No,No,No,Yes,Fiber Optic
7665-VIGUD,Male,40,No,0,No,No,No,No,No,No,No,No,None
7666-WKRON,female,39,No,0,No,No,No,Yes,Yes,No,No,No,Fiber
7668-XCFYV,female,77,Yes,0,Yes,No,No,No,No,Yes,Yes,No,Fiber
7669-LCRSD,Male,49,Yes,2,Yes,No,No,No,No,Yes,No,No,Cable
7670-ZBPOQ,female,59,Yes,0,Yes,Yes,No,No,Yes,No,No,No,DSL
7672-VFMXZ,M,31,Yes,0,NA,Yes,No,No,Yes,No,No,No,Cable
7673-BQGKU,f,64,Yes,3,Yes,No,No,No,No,No,No,No,None
7673-LPRNY,F,43,No,0,NA,Yes,No,Yes,No,Yes,Yes,Yes,DSL
7674-YTAFD,F,64,No,0,NA,No,Yes,No,Yes,No,No,No,Fiber
7675-OZCZG,f,76,No,0,NA,No,No,No,No,No,No,No,DSL 
7677-SJJJK,male,26,Yes,0,Yes,No,No,No,No,No,No,No,None
7682-AZNDK,M,25,Yes,3,Yes,No,Yes,Yes,No,Yes,No,No,Optic
7683-CBDKJ,Male,42,Yes,1,Yes,Yes,Yes,No,No,Yes,No,No,cable
7684-XSZIY,Male,53,Yes,3,Yes,No,No,No,No,No,No,No,None
7688-AWMDX,Male,21,Yes,0,Yes,Yes,No,No,Yes,No,No,No,DSL
7690-KPNCU,m,20,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL
7691-KGKGP,M,31,Yes,1,NA,No,Yes,No,Yes,Yes,No,No,DSL
7691-XVTZH,Female,30,Yes,0,Yes,No,No,Yes,No,Yes,No,No,Optic
7693-LCKZL,Male,57,Yes,1,Yes,No,Yes,No,No,No,No,No,Fiber
7693-QPEFS,m,75,No,0,No,No,No,No,No,No,No,No,Fiber Optic
7694-VLBWQ,Male,61,NA,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
7695-PKLCZ,F,32,No,0,No,No,No,No,No,No,No,No,None
7696-AMHOD,f,23,Yes,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL
7696-CFTAT,M,24,Yes,3,Yes,No,No,No,No,No,No,No,None
7698-YFGEZ,male,55,NA,0,No,No,No,No,No,No,No,No,None
7703-ZEKEF,Male,47,No,0,No,No,No,Yes,No,No,No,No,Optic
7706-DZNKK,m,63,No,0,No,No,No,No,No,No,No,No,None
7706-YLMQA,f,30,No,0,NA,No,No,No,No,No,No,No,None
7707-PYBBH,M,49,No,0,No,Yes,Yes,No,Yes,No,No,No,DSL
7710-JSYOA,f,59,Yes,1,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
7711-GQBZC,Female,42,Yes,1,Yes,No,No,No,No,No,No,No,None
7711-YIJWC,m,21,Yes,2,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,cable
7714-YXSMB,F,60,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Fiber
7716-YTYHG,female,41,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Fiber
7717-BICXI,Male,37,Yes,3,NA,No,No,No,No,No,No,No,None
