customer_id,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals
7855-DIWPO,21,Yes,Yes,No,11,Yes,Offer D,No,0
7856-GANIL,45,Yes,Yes,Yes,20,Yes,Offer B,Yes,1
7858-GTZSP,12,Yes,Yes,Yes,25,No,Offer D,No,0
7860-KSUGX,72,Yes,Yes,Yes,48,Yes,Offer A,Yes,1
7860-UXCRM,63,Yes,Yes,No,73,Yes,None,Yes,9
7861-UVUFT,15,Yes,Yes,No,28,Yes,None,Yes,1
7868-BGSZA,43,Yes,Yes,Yes,69,Yes,None,Yes,7
7868-TMWMZ,60,Yes,Yes,No,30,Yes,None,Yes,2
7869-ZYDST,31,Yes,Yes,Yes,21,Yes,None,No,0
7872-BAAZR,53,No,Yes,No,0,No,Offer B,Yes,10
7872-RDDLZ,67,Yes,Yes,Yes,28,Yes,None,No,0
7873-CVMAW,72,Yes,Yes,Yes,27,Yes,None,No,0
7874-ECPQJ,4,No,Yes,No,0,No,None,No,0
7876-AEHIG,51,Yes,No,No,10,Yes,None,No,0
7876-BEUTG,15,Yes,Yes,Yes,18,Yes,Offer D,No,0
7876-DNYAP,69,No,Yes,No,0,No,Offer A,Yes,7
7878-JGDKK,4,Yes,Yes,No,29,Yes,Offer E,No,0
7878-RTCZG,1,No,Yes,No,0,No,None,No,0
7879-CGSFV,55,Yes,Yes,No,51,Yes,Offer B,No,0
7880-XSOJX,4,Yes,No,No,23,Yes,None,No,0
7881-EVUAD,2,Yes,No,No,21,Yes,Offer E,No,0
7881-INRLC,45,Yes,Yes,Yes,3,Yes,Offer B,No,0
7883-ROJOC,19,Yes,Yes,No,22,Yes,Offer D,No,0
7890-VYYWG,3,Yes,No,No,20,Yes,Offer E,Yes,1
7892-POOKP,28,Yes,Yes,Yes,47,Yes,Offer C,No,0
7892-QVYKW,23,Yes,Yes,Yes,71,Yes,None,Yes,10
7893-IXHRQ,1,No,Yes,No,0,No,None,No,0
7895-VONWT,25,Yes,No,No,59,Yes,Offer C,No,0
7898-PDWQE,71,Yes,Yes,Yes,41,Yes,Offer A,Yes,2
7901-HXJVA,14,Yes,Yes,No,26,Yes,None,No,0
7901-IIDQV,24,Yes,Yes,Yes,85,Yes,None,No,0
7901-TBKJX,56,Yes,Yes,Yes,16,No,None,No,0
7903-CMPEY,1,Yes,Yes,Yes,21,Yes,None,Yes,1
7905-NJMXS,7,Yes,Yes,Yes,26,Yes,None,Yes,2
7905-TVXTA,5,Yes,Yes,No,22,Yes,Offer E,No,0
7908-QCBCA,1,Yes,Yes,No,12,No,Offer E,Yes,1
7909-FIOIY,19,Yes,No,No,85,Yes,Offer D,Yes,4
7912-SYRQT,7,Yes,Yes,Yes,23,Yes,Offer E,No,0
7916-VCCPB,16,Yes,Yes,No,20,Yes,Offer D,Yes,6
7919-ZODZZ,10,Yes,Yes,No,14,Yes,Offer D,Yes,1
7921-BEPCI,72,Yes,Yes,Yes,23,Yes,None,No,0
7921-LMDFQ,51,Yes,Yes,No,21,Yes,None,No,0
7923-IYJWY,67,Yes,Yes,Yes,29,No,None,No,0
7924-GJZFI,25,Yes,Yes,No,24,Yes,None,Yes,7
7925-PNRGI,45,Yes,Yes,Yes,11,Yes,Offer B,Yes,9
7926-IJOOU,1,No,Yes,No,0,No,Offer E,No,0
7927-AUXBZ,30,Yes,Yes,No,8,Yes,Offer C,No,0
7928-VJYAB,11,Yes,Yes,No,19,Yes,Offer D,Yes,9
7929-DMBCV,20,Yes,Yes,No,21,Yes,Offer D,Yes,6
7929-SKFGK,70,Yes,Yes,Yes,30,Yes,Offer A,Yes,10
7931-PXHFC,38,Yes,Yes,No,14,Yes,None,No,0
7932-WPTDS,1,Yes,No,No,19,Yes,None,Yes,1
7938-OUHIO,3,Yes,Yes,No,73,Yes,Offer E,No,0
7940-UQQUG,64,Yes,Yes,Yes,11,Yes,None,Yes,4
7941-RCJOW,65,No,Yes,No,0,No,Offer B,No,0
7943-RQCHR,9,Yes,Yes,Yes,26,No,Offer E,No,0
7945-HLKEA,60,Yes,Yes,Yes,27,No,None,No,0
7945-PRBVF,35,No,Yes,No,0,No,None,No,0
7950-XWOVN,11,Yes,No,No,22,No,Offer D,No,0
7951-QKZPL,33,No,Yes,Yes,0,No,None,Yes,1
7951-VRDVK,36,Yes,Yes,No,73,No,None,No,0
7952-OBOYL,3,Yes,Yes,No,59,Yes,None,No,0
7954-MLBUN,31,Yes,Yes,No,14,Yes,None,No,0
7956-XQWGU,27,No,Yes,No,0,No,None,No,0
7957-RYHQD,40,Yes,Yes,No,4,Yes,Offer B,No,0
7963-GQRMY,3,Yes,Yes,No,51,Yes,Offer E,Yes,1
7963-SHNDT,52,Yes,No,No,7,No,None,No,0
7964-VEXDG,21,Yes,Yes,Yes,24,Yes,Offer D,No,0
7964-YESJC,24,Yes,Yes,Yes,27,Yes,None,Yes,6
7964-ZRKKG,67,Yes,Yes,Yes,23,Yes,None,Yes,1
7966-YOTQW,10,Yes,Yes,Yes,59,Yes,None,No,0
7967-HYCDE,8,Yes,Yes,No,59,Yes,Offer E,No,0
7968-QUXNS,6,No,Yes,No,0,No,None,No,0
7969-AULMZ,21,Yes,Yes,Yes,10,Yes,None,No,0
7969-FFOWG,65,No,Yes,No,0,No,Offer B,Yes,2
7971-HLVXI,72,Yes,Yes,Yes,20,Yes,Offer A,Yes,4
7973-DZRKH,66,Yes,Yes,Yes,51,Yes,Offer A,No,0
7975-JMZNT,66,Yes,Yes,Yes,58,Yes,Offer A,Yes,1
7975-TZMLR,47,Yes,Yes,Yes,8,Yes,None,No,0
7976-CICYS,4,No,Yes,No,0,No,None,No,0
7977-HXJKU,21,No,Yes,No,0,No,Offer D,No,0
7978-DKUQH,25,Yes,Yes,No,82,Yes,None,Yes,7
7979-CORPM,24,Yes,Yes,Yes,5,Yes,None,No,0
7980-MHFLQ,72,No,Yes,Yes,0,No,Offer A,Yes,5
7982-VCELR,36,Yes,Yes,No,71,Yes,None,No,0
7989-AWGEH,49,Yes,No,No,47,Yes,Offer B,Yes,8
7989-CHGTL,1,No,Yes,No,0,No,Offer E,No,0
7989-VCQOH,18,Yes,Yes,No,59,Yes,None,Yes,3
7993-NQLJE,15,Yes,Yes,No,17,Yes,None,Yes,7
7993-PYKOF,8,Yes,Yes,No,42,Yes,None,Yes,1
7994-UYIVZ,8,Yes,Yes,Yes,16,No,Offer E,Yes,1
7994-XIRTR,54,Yes,Yes,No,6,Yes,Offer B,No,0
7995-ZHHNZ,42,Yes,Yes,Yes,25,Yes,Offer B,Yes,1
7996-BPXHY,13,No,Yes,Yes,0,No,None,Yes,5
7996-MHXLW,66,No,Yes,Yes,0,No,Offer A,No,0
7997-EASSD,63,Yes,Yes,Yes,27,Yes,Offer B,Yes,1
7998-WNZEM,71,Yes,Yes,Yes,21,Yes,None,No,0
7998-ZLXWN,15,No,Yes,No,0,No,None,Yes,3
8000-REIQB,1,Yes,Yes,No,27,No,Offer E,No,0
8003-EWNDZ,10,No,Yes,No,0,No,None,No,0
8006-PYCSW,2,No,Yes,No,0,No,None,No,0
8007-YYPWD,15,No,Yes,Yes,0,No,None,No,0
8008-ESFLK,53,Yes,Yes,No,25,Yes,None,Yes,1
8008-HAWED,14,Yes,No,No,6,No,Offer D,No,0
8008-OTEZX,35,No,Yes,No,0,No,Offer C,Yes,1
8010-EZLOU,15,Yes,Yes,Yes,5,Yes,None,No,0
8012-SOUDQ,43,Yes,Yes,Yes,26,Yes,Offer B,No,0
8015-IHCGW,72,Yes,Yes,Yes,10,Yes,Offer A,Yes,1
8016-NCFVO,55,Yes,Yes,Yes,10,Yes,None,No,0
8016-ZMGMO,66,Yes,Yes,Yes,17,Yes,None,No,0
8017-LXHFA,23,Yes,Yes,No,23,Yes,Offer D,No,0
8017-UVSZU,40,Yes,Yes,Yes,23,Yes,None,Yes,5
8019-ENHXU,42,Yes,Yes,Yes,9,No,Offer B,Yes,1
8020-BWHYL,15,Yes,Yes,No,27,Yes,None,No,0
8022-BECSI,22,No,Yes,No,0,No,None,No,0
8023-QHAIO,56,Yes,Yes,Yes,29,No,Offer B,Yes,7
8024-XNAFQ,72,Yes,Yes,Yes,18,Yes,None,No,0
8028-PNXHQ,62,No,Yes,Yes,0,No,Offer B,Yes,4
8029-XYPWT,71,Yes,Yes,Yes,18,Yes,Offer A,Yes,1
8033-ATFAS,39,Yes,Yes,No,23,Yes,Offer C,Yes,4
8033-VCZGH,50,Yes,Yes,Yes,51,Yes,None,No,0
8034-RYTVV,55,Yes,Yes,Yes,48,Yes,None,No,0
8035-BUYVG,40,Yes,No,No,21,Yes,Offer B,Yes,1
8035-PWSEV,6,Yes,Yes,No,10,Yes,Offer E,No,0
8039-ACLPL,72,Yes,Yes,No,59,Yes,Offer A,Yes,6
8039-EQPIM,69,Yes,No,No,59,No,None,Yes,7
8040-MNRTF,1,Yes,Yes,No,10,Yes,None,No,0
8041-TMEID,63,Yes,Yes,Yes,18,Yes,None,Yes,1
8042-JVNFH,1,Yes,Yes,No,51,Yes,None,No,0
8042-RNLKO,66,No,Yes,Yes,0,No,Offer A,No,0
8043-PNYSD,63,No,Yes,No,0,No,Offer B,Yes,4
8044-BGWPI,12,No,Yes,No,0,No,Offer D,Yes,8
8046-DNVTL,62,Yes,No,No,29,Yes,Offer B,Yes,8
8048-DSDFQ,1,No,Yes,No,0,No,None,No,0
8049-WJCLQ,10,Yes,Yes,No,12,Yes,Offer D,Yes,5
8050-DVOJX,49,Yes,Yes,Yes,10,Yes,Offer B,No,0
8050-WYBND,22,Yes,No,No,29,Yes,None,No,0
8050-XGRVL,62,Yes,Yes,No,71,Yes,Offer B,Yes,5
8051-HJRLT,1,Yes,Yes,No,13,Yes,Offer E,No,0
8053-WWDRO,6,No,Yes,No,0,No,None,Yes,1
8058-DMYRU,54,Yes,Yes,Yes,14,Yes,None,No,0
8058-INTPH,1,Yes,Yes,No,5,Yes,None,No,0
8058-JMEQO,9,Yes,Yes,Yes,21,Yes,Offer E,No,0
8059-UDZFY,33,Yes,Yes,Yes,19,Yes,Offer C,No,0
8060-HIWJJ,64,Yes,Yes,Yes,7,Yes,Offer B,No,0
8062-YBDOE,1,Yes,Yes,No,2,Yes,None,No,0
8063-GBATB,27,Yes,Yes,Yes,25,Yes,None,No,0
8063-RJYNF,16,Yes,Yes,No,59,No,None,No,0
8064-RAVOH,1,Yes,Yes,No,25,Yes,Offer E,No,0
8065-BVEPF,65,Yes,Yes,No,3,Yes,Offer B,No,0
8065-QBYTO,71,Yes,Yes,Yes,12,Yes,Offer A,No,0
8065-YKXKD,10,Yes,Yes,Yes,26,Yes,None,No,0
8066-POXGX,13,Yes,No,No,53,Yes,Offer D,No,0
8067-NIOYM,24,No,Yes,No,0,No,Offer C,Yes,9
8069-RHUXK,67,Yes,No,No,30,Yes,None,Yes,5
8069-YQQAJ,14,Yes,No,No,12,Yes,Offer D,No,0
8070-AAWZP,24,Yes,No,No,28,Yes,None,Yes,3
8071-SBTRN,70,Yes,Yes,Yes,17,Yes,None,No,0
8073-IJDCM,1,No,Yes,No,0,No,Offer E,No,0
8075-GXIUB,9,No,Yes,No,0,No,None,Yes,3
8076-FEZKJ,10,No,Yes,No,0,No,None,No,0
8079-XRJRS,65,Yes,Yes,Yes,16,Yes,Offer B,Yes,5
8080-DDEMJ,1,Yes,Yes,No,14,Yes,Offer E,No,0
8080-POTJR,30,Yes,Yes,Yes,18,Yes,Offer C,No,0
8082-GHXOP,13,Yes,Yes,No,27,Yes,Offer D,No,0
8083-YTZES,4,Yes,Yes,Yes,13,Yes,None,No,0
8084-OIVBS,11,No,Yes,No,0,No,Offer D,No,0
8085-MSNLK,62,Yes,Yes,Yes,51,Yes,Offer B,Yes,3
8086-OVPWV,2,Yes,Yes,No,10,No,None,No,0
8087-LGYHQ,9,Yes,Yes,No,14,Yes,Offer E,No,0
8089-UZWLX,71,Yes,Yes,Yes,16,Yes,Offer A,No,0
8091-TTVAX,58,Yes,Yes,Yes,10,Yes,Offer B,Yes,7
8092-NLTGF,72,No,Yes,Yes,0,No,Offer A,No,0
8095-WANWK,10,Yes,Yes,No,29,No,Offer D,No,0
8096-LOIST,19,Yes,Yes,No,22,Yes,Offer D,No,0
8097-OMULG,59,Yes,Yes,No,19,Yes,None,Yes,1
8097-VBQTZ,54,Yes,Yes,No,24,Yes,Offer B,No,0
8098-LLAZX,4,Yes,Yes,Yes,2,Yes,Offer E,No,0
8098-TDCBU,42,No,Yes,Yes,0,No,None,Yes,9
8099-MZPUJ,48,Yes,Yes,Yes,18,Yes,None,Yes,10
8100-HZZLJ,43,Yes,Yes,No,30,Yes,None,No,0
8100-PNJMH,68,Yes,Yes,Yes,14,Yes,None,Yes,2
8104-OSKWT,12,Yes,Yes,Yes,14,Yes,Offer D,No,0
8106-GWQOK,38,Yes,No,No,25,Yes,None,Yes,5
8107-KNCIM,14,Yes,Yes,Yes,4,Yes,None,Yes,8
8107-RZLNV,72,Yes,Yes,Yes,85,Yes,None,Yes,10
8108-UXRQN,11,Yes,No,No,41,Yes,None,Yes,1
8109-YUOHE,17,Yes,Yes,No,15,Yes,None,No,0
8111-BKVDS,10,Yes,No,No,24,Yes,Offer D,No,0
8111-RKSPX,4,Yes,Yes,Yes,71,Yes,Offer E,No,0
8111-SLLHI,39,Yes,Yes,Yes,26,Yes,None,Yes,1
8118-LSUEL,23,Yes,Yes,Yes,29,Yes,None,No,0
8118-TJAFG,9,Yes,Yes,No,16,Yes,None,Yes,1
8120-JDCAM,4,Yes,Yes,No,23,Yes,None,Yes,1
8123-QBNAZ,36,Yes,Yes,Yes,26,Yes,None,Yes,4
8124-NZVGJ,6,Yes,No,No,48,Yes,None,No,0
8125-QPFJD,72,Yes,Yes,Yes,19,Yes,None,Yes,7
8128-YVJRG,7,Yes,Yes,Yes,18,Yes,None,No,0
8129-GMVGI,56,No,Yes,No,0,No,None,Yes,10
8132-YPVBX,6,Yes,Yes,No,51,Yes,None,No,0
8133-ANHHJ,49,Yes,Yes,Yes,21,Yes,Offer B,No,0
8138-EALND,15,No,Yes,No,0,No,None,No,0
8143-ETQTI,23,No,Yes,No,0,No,Offer D,Yes,9
8144-DGHXP,54,Yes,Yes,No,28,No,None,No,0
8146-QQKZH,71,Yes,Yes,No,58,Yes,Offer A,Yes,4
8148-BPLZQ,34,Yes,Yes,No,27,No,None,No,0
8148-NLEGT,42,No,Yes,Yes,0,No,None,Yes,1
8148-WOCMK,8,No,Yes,No,0,No,Offer E,Yes,1
8149-AIQCG,39,Yes,Yes,Yes,24,Yes,Offer C,No,0
8149-RSOUN,1,Yes,Yes,Yes,12,Yes,Offer E,No,0
8150-QUDFX,2,No,Yes,No,0,No,Offer E,No,0
8152-UOBNY,50,Yes,Yes,Yes,14,Yes,Offer B,No,0
8152-VETUR,72,Yes,Yes,Yes,58,Yes,Offer A,Yes,7
8155-IBNHG,24,Yes,Yes,Yes,29,Yes,None,Yes,1
8158-WPEZG,11,Yes,No,No,73,Yes,None,No,0
8160-HOWOX,7,Yes,Yes,No,85,Yes,None,No,0
8161-QYMTT,7,Yes,Yes,Yes,6,Yes,None,No,0
8164-OCKUJ,59,No,Yes,No,0,No,Offer B,Yes,1
8165-CBKXO,66,Yes,No,No,25,Yes,None,Yes,4
8165-ZJRNM,72,No,Yes,Yes,0,No,Offer A,Yes,7
8166-ORCHU,33,Yes,Yes,No,18,Yes,None,Yes,10
8166-ZZTFS,66,Yes,Yes,Yes,3,Yes,None,Yes,1
8167-GJLRN,3,Yes,No,No,59,Yes,None,No,0
8168-UQWWF,11,Yes,Yes,Yes,18,Yes,None,No,0
8169-SAEJD,69,Yes,No,No,12,No,Offer A,Yes,10
8173-RXAYP,24,No,Yes,No,0,No,None,Yes,8
8174-LNWMW,31,No,Yes,No,0,No,None,No,0
8174-TBVCF,70,Yes,Yes,Yes,59,Yes,Offer A,Yes,7
8178-EYZUO,46,Yes,Yes,Yes,3,Yes,None,No,0
8180-AKMJV,1,Yes,Yes,No,82,Yes,Offer E,No,0
8181-YHCMF,68,Yes,No,No,15,Yes,None,Yes,8
8182-BJDSI,28,Yes,Yes,Yes,30,Yes,Offer C,No,0
8182-PNAGI,12,Yes,Yes,No,26,No,None,No,0
8183-ONMXC,2,Yes,Yes,No,6,Yes,None,No,0
8184-WMOFI,62,Yes,Yes,No,25,Yes,None,No,0
8185-UPYBR,6,Yes,Yes,Yes,13,Yes,None,Yes,4
8189-DUKMV,4,No,Yes,No,0,No,None,Yes,8
8189-HBVRW,53,Yes,Yes,Yes,19,No,None,No,0
8189-XRIKE,32,Yes,Yes,No,4,Yes,Offer C,No,0
8190-ZTQFB,41,Yes,No,No,8,No,None,No,0
8191-XWSZG,52,No,Yes,No,0,No,Offer B,No,0
8194-PEEBY,24,No,Yes,No,0,No,Offer C,Yes,1
8197-BFWVU,72,Yes,Yes,Yes,7,Yes,Offer A,Yes,2
8198-RKSZG,14,Yes,Yes,Yes,21,Yes,Offer D,Yes,8
8199-ZLLSA,67,Yes,Yes,Yes,27,Yes,None,No,0
8200-KLNYW,21,Yes,Yes,No,19,No,None,Yes,7
8200-LGKSR,71,Yes,Yes,Yes,12,Yes,None,Yes,6
8201-AAXCB,25,Yes,Yes,Yes,76,No,None,Yes,1
8203-XJZRC,1,No,Yes,No,0,No,Offer E,No,0
8204-TIFGJ,23,No,Yes,No,0,No,None,No,0
8204-YJCLA,72,Yes,No,No,24,Yes,Offer A,Yes,1
8205-MQUGY,12,Yes,Yes,No,57,No,Offer D,Yes,8
8205-OTCHB,22,Yes,No,No,16,Yes,Offer D,No,0
8205-VSLRB,70,Yes,Yes,Yes,41,Yes,None,Yes,2
8207-DMRVL,72,Yes,Yes,Yes,58,No,None,Yes,1
8207-VVMYB,70,No,Yes,Yes,0,No,None,Yes,1
8208-EUMTE,16,Yes,No,No,27,Yes,None,No,0
8212-CRQXP,22,Yes,Yes,No,41,No,None,Yes,1
8212-DJRCH,5,Yes,Yes,No,19,Yes,None,Yes,1
8213-TAZPM,69,Yes,Yes,Yes,26,No,Offer A,Yes,5
8215-NGSPE,42,No,Yes,No,0,No,Offer B,Yes,3
8216-AZUUZ,42,Yes,Yes,No,26,Yes,None,Yes,1
8217-QYOHV,5,Yes,Yes,No,41,Yes,Offer E,No,0
8218-FFJDS,72,Yes,Yes,Yes,41,Yes,None,Yes,6
8219-VYBVI,39,No,Yes,Yes,0,No,None,No,0
8220-OCUFY,21,Yes,Yes,No,51,Yes,None,No,0
8221-EQDGL,35,Yes,Yes,No,30,Yes,None,Yes,4
8221-HVAYI,35,Yes,Yes,Yes,20,Yes,Offer C,No,0
8224-DWCKX,12,Yes,Yes,Yes,24,Yes,None,No,0
8224-IVVPA,27,Yes,Yes,No,9,Yes,None,No,0
8224-KDLKN,72,No,Yes,Yes,0,No,Offer A,Yes,3
8224-UAXBZ,58,Yes,No,No,29,Yes,None,Yes,7
8225-BTJAU,10,Yes,Yes,No,18,Yes,Offer D,No,0
8226-BXGES,64,Yes,Yes,Yes,48,Yes,Offer B,Yes,5
8229-BUJHX,71,No,Yes,No,0,No,None,Yes,8
8229-MYEJZ,10,Yes,Yes,No,17,Yes,Offer D,No,0
8229-TNIQA,4,Yes,Yes,No,20,Yes,Offer E,No,0
8231-BSWXX,71,Yes,Yes,Yes,10,Yes,Offer A,No,0
8232-CTLKO,66,Yes,Yes,No,16,Yes,Offer A,Yes,9
8232-UTFOZ,69,No,Yes,No,0,No,None,No,0
8234-GSZYK,43,No,Yes,Yes,0,No,None,No,0
8237-ULIXL,72,No,Yes,Yes,0,No,Offer A,Yes,1
8241-JUIQO,61,No,Yes,No,0,No,Offer B,No,0
8242-JSVBO,7,Yes,Yes,No,46,Yes,None,No,0
8242-PDSGJ,70,Yes,No,No,18,Yes,None,Yes,1
8242-SOQUO,5,Yes,Yes,No,4,Yes,Offer E,No,0
8245-UMPYT,16,Yes,Yes,Yes,14,Yes,None,No,0
8246-SHFGA,17,No,Yes,No,0,No,None,No,0
8249-THVEC,51,No,Yes,No,0,No,None,Yes,3
8250-ZNGGW,5,Yes,Yes,No,27,No,None,No,0
8257-RZAHR,14,Yes,Yes,Yes,30,Yes,Offer D,Yes,1
8258-GSTJK,3,Yes,Yes,Yes,20,Yes,None,No,0
8259-DZLIZ,64,Yes,Yes,Yes,25,Yes,Offer B,Yes,10
8259-NFJTV,7,Yes,No,No,17,Yes,None,Yes,8
8260-NGFNY,1,Yes,No,No,73,Yes,None,No,0
8261-GWDBQ,60,Yes,Yes,Yes,11,Yes,None,Yes,1
8262-COGGB,1,No,Yes,No,0,No,None,No,0
8263-JQAIK,2,Yes,No,No,6,Yes,None,No,0
8263-OKETD,20,Yes,Yes,Yes,11,Yes,None,No,0
8263-QMNTJ,72,Yes,Yes,Yes,21,Yes,Offer A,Yes,2
8265-HKSOW,72,Yes,Yes,Yes,19,Yes,None,Yes,1
8266-VBFQL,4,Yes,Yes,No,4,Yes,None,No,0
8267-KFGYD,1,No,Yes,No,0,No,None,No,0
8267-ZNYVZ,33,Yes,Yes,No,24,No,None,Yes,1
8268-YDIXR,56,Yes,Yes,Yes,9,Yes,Offer B,Yes,1
8270-RKSAP,9,Yes,Yes,No,52,Yes,Offer E,No,0
8272-ONJLV,12,Yes,Yes,No,23,Yes,Offer D,No,0
8276-MQBYC,51,Yes,Yes,Yes,11,Yes,Offer B,No,0
8277-RVRSV,33,No,Yes,Yes,0,No,Offer C,Yes,3
8280-MQRQN,1,Yes,Yes,No,17,Yes,Offer E,No,0
8285-ABVLB,70,No,Yes,No,0,No,None,No,0
8286-AFUYI,1,Yes,Yes,No,25,Yes,Offer E,No,0
8290-YWKHZ,32,Yes,Yes,Yes,6,Yes,None,Yes,1
8292-FRFZQ,39,Yes,No,No,73,Yes,Offer C,No,0
8292-ITGYJ,45,No,Yes,Yes,0,No,Offer B,Yes,7
8292-TYSPY,19,Yes,Yes,No,23,No,Offer D,No,0
8294-UIMBA,30,Yes,Yes,No,27,Yes,None,No,0
8295-FHIVV,7,No,Yes,No,0,No,None,No,0
8295-KMENE,59,Yes,Yes,Yes,15,Yes,None,No,0
8305-VHZBZ,1,No,Yes,No,0,No,None,No,0
8309-IEYJD,1,Yes,Yes,No,27,No,Offer E,No,0
8309-PPCED,72,Yes,Yes,Yes,18,Yes,None,Yes,1
8311-UEUAB,67,Yes,Yes,Yes,82,Yes,Offer A,Yes,5
8313-AFGBW,47,Yes,Yes,No,28,Yes,Offer B,Yes,10
8313-KTIHG,4,Yes,Yes,No,2,No,None,No,0
8313-NDOIA,24,Yes,Yes,Yes,4,No,None,No,0
8314-DPQHL,9,Yes,No,No,14,Yes,None,No,0
8314-HTWVE,7,No,Yes,No,0,No,Offer E,Yes,2
8316-BBQAY,65,Yes,No,No,22,Yes,None,No,0
8317-BVKSO,14,No,Yes,No,0,No,None,No,0
8318-LCNBW,35,Yes,No,No,30,Yes,None,Yes,5
8319-QBEHW,26,Yes,No,No,58,Yes,None,No,0
8325-QRPZR,7,Yes,Yes,No,10,No,None,No,0
8327-LZKAS,43,Yes,Yes,Yes,18,No,None,Yes,1
8327-WKMIE,37,No,Yes,No,0,No,None,No,0
8328-SKJNO,23,Yes,No,No,19,Yes,None,No,0
8329-GWVPJ,50,Yes,Yes,No,23,Yes,Offer B,Yes,8
8329-IBCTI,1,No,Yes,No,0,No,Offer E,No,0
8329-UTMVM,27,Yes,Yes,Yes,19,Yes,Offer C,No,0
8331-ZXFOE,58,Yes,Yes,Yes,7,Yes,None,No,0
8332-OSJDW,12,No,Yes,Yes,0,No,None,Yes,5
8336-TAVKX,72,Yes,Yes,Yes,13,Yes,None,Yes,10
8337-MSSXB,14,Yes,Yes,No,26,No,None,No,0
8337-UPOAQ,10,Yes,Yes,Yes,24,Yes,None,No,0
8338-QIUNR,72,Yes,Yes,Yes,41,Yes,None,Yes,8
8344-WFMFH,9,Yes,Yes,No,29,Yes,Offer E,No,0
8345-MVDYC,45,Yes,Yes,No,30,Yes,Offer B,No,0
8347-GDTMP,64,No,Yes,No,0,No,None,Yes,4
8348-HFYIV,2,Yes,No,No,51,Yes,Offer E,No,0
8348-JLBUG,64,Yes,Yes,No,16,Yes,None,Yes,5
8350-NYMVI,39,Yes,No,No,8,Yes,None,No,0
8356-WUAOJ,1,Yes,Yes,No,52,No,Offer E,Yes,7
8357-EQXFO,7,Yes,Yes,No,15,Yes,Offer E,No,0
8361-LBRDI,58,No,Yes,Yes,0,No,Offer B,No,0
8361-LTMKD,4,Yes,Yes,Yes,8,No,None,No,0
8364-TRMMK,3,Yes,Yes,Yes,3,Yes,Offer E,No,0
8372-JUXUI,1,Yes,Yes,Yes,2,Yes,None,No,0
8374-UULRV,72,Yes,Yes,Yes,71,No,None,No,0
8374-XGEJJ,43,Yes,Yes,Yes,20,No,Offer B,Yes,8
8375-DKEBR,1,Yes,Yes,No,15,Yes,Offer E,No,0
8375-KVTHK,68,Yes,Yes,No,3,No,None,Yes,1
8378-LKJAF,38,Yes,Yes,Yes,14,Yes,None,Yes,9
8380-MQINP,55,No,Yes,No,0,No,None,Yes,3
8380-PEFPE,1,Yes,Yes,No,16,Yes,None,No,0
8382-SHQEH,8,Yes,Yes,Yes,30,Yes,None,Yes,1
8383-SGHJU,33,Yes,Yes,Yes,7,Yes,None,No,0
8384-FZBJK,57,Yes,Yes,Yes,28,Yes,None,Yes,1
8387-MOJJT,42,Yes,Yes,No,18,Yes,None,Yes,1
8387-UGUSU,15,No,Yes,No,0,No,None,Yes,3
8388-DMKAE,8,No,Yes,No,0,No,Offer E,No,0
8388-FYNPZ,4,Yes,Yes,No,47,Yes,Offer E,No,0
8390-FESFV,62,Yes,Yes,Yes,22,Yes,None,No,0
8393-DLHGA,25,Yes,Yes,No,4,Yes,None,No,0
8393-JMVMB,1,No,Yes,No,0,No,Offer E,No,0
8395-ETZKQ,68,No,Yes,No,0,No,None,Yes,8
8397-MVTAZ,34,Yes,Yes,Yes,52,No,Offer C,Yes,2
8398-TBIYD,72,Yes,Yes,Yes,22,Yes,Offer A,No,0
8399-YNDCH,21,Yes,Yes,No,14,Yes,None,No,0
8400-WZICQ,55,Yes,Yes,No,14,Yes,Offer B,Yes,9
8401-EMUWF,42,Yes,Yes,Yes,17,Yes,Offer B,Yes,10
8402-EIVQS,67,Yes,Yes,No,23,Yes,Offer A,Yes,8
8402-OOOHJ,41,No,Yes,No,0,No,None,No,0
8404-FYDIB,26,Yes,Yes,Yes,48,Yes,Offer C,No,0
8404-GFGCZ,4,Yes,Yes,Yes,3,Yes,Offer E,Yes,7
8404-VIOMB,66,Yes,No,No,15,Yes,None,No,0
8404-VLQFB,15,No,Yes,Yes,0,No,None,Yes,1
8405-IGQFX,63,Yes,Yes,No,8,Yes,Offer B,No,0
8406-LNMHF,59,Yes,Yes,No,21,Yes,None,Yes,10
8409-WQJUX,25,Yes,No,No,29,Yes,Offer C,No,0
8410-BGQXN,4,No,Yes,No,0,No,None,No,0
8413-VONUO,2,Yes,Yes,No,27,Yes,None,No,0
8413-YNHNV,69,Yes,Yes,Yes,22,Yes,None,No,0
8414-MYSHR,5,Yes,Yes,No,11,Yes,None,No,0
8414-OOEEL,66,Yes,Yes,No,23,Yes,Offer A,No,0
8417-FMLZI,6,Yes,Yes,No,6,Yes,None,Yes,1
8417-GSODA,28,Yes,Yes,Yes,30,Yes,None,Yes,1
8421-WZOOW,57,Yes,Yes,No,15,Yes,None,Yes,8
8429-XIBUM,22,Yes,Yes,Yes,19,Yes,Offer D,No,0
8430-TWCBX,49,No,Yes,No,0,No,None,No,0
8433-WPJTV,65,Yes,Yes,Yes,27,Yes,Offer B,Yes,8
