customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,unit
8015-IHCGW,Two Year,Yes,Electronic check,115.5,36.82,8425.15,42.29,0,2651.04,11033.9,dollars
8016-NCFVO,Month-to-Month,Yes,Electronic check,11650,29.3,6382.55,0,0,1611.5,7994.05,cents
8016-ZMGMO,One Year,Yes,Bank transfer (automatic),7084.999999999999,44.01,4738.85,0,0,2904.66,7643.51,cents
8017-LXHFA,Month-to-Month,Yes,Electronic check,9475,31.17,2293.6,0,0,716.91,3010.51,cents
8017-UVSZU,Month-to-Month,No,Credit card (automatic),56.6,48.29,2379.1,0,0,1931.6,4310.7,dollars
8019-ENHXU,Month-to-Month,Yes,Electronic check,99.45,34.65,4138.05,30.46,140,1455.3,5702.89,dollars
8020-BWHYL,Month-to-Month,Yes,Credit card (automatic),75.3,7.99,1147.45,0,0,119.85,1267.3,dollars
8022-BECSI,One Year,No,Mailed check,19.6,20.46,422.5,0,0,450.12,872.62,dollars
8023-QHAIO,Month-to-Month,Yes,Bank transfer (automatic),76.85,27.56,4275.75,0,120,1543.36,5939.11,dollars
8024-XNAFQ,Two Year,Yes,Bank transfer (automatic),107.4,31.31,7748.75,0,0,2254.32,10003.07,dollars
8028-PNXHQ,Two Year,Yes,Bank transfer (automatic),2425,48.73,1424.6,0,0,3021.26,4445.86,cents
8029-XYPWT,Two Year,Yes,Bank transfer (automatic),11505,46.82,8016.6,0,0,3324.22,11340.82,cents
8033-ATFAS,Month-to-Month,Yes,Mailed check,5985,48.14,2341.5,0,0,1877.46,4218.96,cents
8033-VCZGH,One Year,Yes,Electronic check,10395,23.28,5231.3,0,0,1164,6395.3,cents
8034-RYTVV,One Year,Yes,Credit card (automatic),84.25,44.85,4589.85,0,0,2466.75,7056.6,dollars
8035-BUYVG,One Year,Yes,Electronic check,42.35,0,1716.45,0,0,0,1716.45,dollars
8035-PWSEV,Month-to-Month,Yes,Electronic check,89.25,35.88,487.05,0,0,215.28,702.33,dollars
8039-ACLPL,Two Year,No,Credit card (automatic),6875,12.32,4888.2,0,0,887.04,5775.24,cents
8039-EQPIM,Two Year,No,Bank transfer (automatic),60.25,0,4055.5,0,120,0,4175.5,dollars
8040-MNRTF,Month-to-Month,No,Mailed check,7109.999999999999,37.51,71.1,0,0,37.51,108.61,cents
8041-TMEID,Two Year,No,Credit card (automatic),108.5,37.12,6991.9,0,0,2338.56,9330.46,dollars
8042-JVNFH,Month-to-Month,Yes,Mailed check,71.35,35.28,71.35,0,0,35.28,106.63,dollars
8042-RNLKO,One Year,No,Bank transfer (automatic),25.45,32.22,1699.15,0,0,2126.52,3825.67,dollars
8043-PNYSD,Two Year,No,Mailed check,1955,10.67,1245.6,0,0,672.21,1917.81,cents
8044-BGWPI,Month-to-Month,Yes,Electronic check,21.15,33.9,306.05,0,0,406.8,712.85,dollars
8046-DNVTL,Two Year,Yes,Credit card (automatic),3860,0,2345.55,0,0,0,2345.55,cents
8048-DSDFQ,Month-to-Month,No,Mailed check,20.2,13.08,20.2,0,0,13.08,33.28,dollars
8049-WJCLQ,Month-to-Month,No,Mailed check,60.2,19.77,563.5,0,0,197.7,761.2,dollars
8050-DVOJX,Two Year,No,Credit card (automatic),8134.999999999999,43.19,4060.9,0,0,2116.31,6177.21,cents
8050-WYBND,One Year,Yes,Credit card (automatic),49.45,0,1031.4,0,0,0,1031.4,dollars
8050-XGRVL,One Year,No,Credit card (automatic),54.75,32.92,3425.35,8.5,0,2041.04,5457.89,dollars
8051-HJRLT,Month-to-Month,Yes,Electronic check,70.55,18.2,70.55,0,0,18.2,88.75,dollars
8053-WWDRO,Month-to-Month,No,Bank transfer (automatic),19.5,31.7,146.3,0,0,190.2,336.5,dollars
8058-DMYRU,Two Year,Yes,Electronic check,90.05,18.58,4931.8,0,0,1003.32,5935.12,dollars
8058-INTPH,Month-to-Month,Yes,Electronic check,79.65,22.48,79.65,0,0,22.48,102.13,dollars
8058-JMEQO,Month-to-Month,Yes,Electronic check,84.45,12.91,762.5,0,0,116.19,878.69,dollars
8059-UDZFY,Two Year,Yes,Bank transfer (automatic),105.35,12.75,3465.05,0,0,420.75,3885.8,dollars
8060-HIWJJ,Two Year,No,Credit card (automatic),86.55,14.39,5632.55,0,0,920.96,6553.51,dollars
8062-YBDOE,Month-to-Month,Yes,Electronic check,6965.000000000001,7.23,69.65,0,0,7.23,76.88,cents
8063-GBATB,Month-to-Month,Yes,Electronic check,8525,31.17,2287.25,0,0,841.59,3128.84,cents
8063-RJYNF,Month-to-Month,Yes,Electronic check,94.25,20.44,1483.25,0,140,327.04,1950.29,dollars
8064-RAVOH,Month-to-Month,Yes,Electronic check,49.85,42.55,49.85,0,0,42.55,92.4,dollars
8065-BVEPF,Two Year,Yes,Bank transfer (automatic),9910,18.23,6496.15,0,0,1184.95,7681.1,cents
8065-QBYTO,One Year,Yes,Credit card (automatic),9965,3.91,7181.25,0,0,277.61,7458.86,cents
8065-YKXKD,Month-to-Month,Yes,Electronic check,74.75,5.63,799.65,0,0,56.3,855.95,dollars
8066-POXGX,Month-to-Month,Yes,Electronic check,35.1,0,446.1,0,0,0,446.1,dollars
8067-NIOYM,Two Year,Yes,Credit card (automatic),21.1,20.6,490.65,0,0,494.4,985.05,dollars
8069-RHUXK,Two Year,No,Credit card (automatic),35.7,0,2545.7,0,0,0,2545.7,dollars
8069-YQQAJ,Month-to-Month,Yes,Mailed check,31.1,0,419.7,0,0,0,419.7,dollars
8070-AAWZP,Two Year,No,Mailed check,3425,0,828.2,0,0,0,828.2,cents
8071-SBTRN,Two Year,Yes,Mailed check,111.15,23.15,7737.55,46.26,0,1620.5,9311.79,dollars
8073-IJDCM,Month-to-Month,Yes,Mailed check,20.3,26.37,20.3,0,0,26.37,46.67,dollars
8075-GXIUB,One Year,No,Credit card (automatic),1985.0000000000002,22.79,183.15,0,0,205.11,388.26,cents
8076-FEZKJ,One Year,No,Mailed check,19.5,15.71,225.85,0,0,157.1,382.95,dollars
8079-XRJRS,One Year,No,Electronic check,89.75,49.33,5769.6,18.72,0,3206.45,8957.33,dollars
8080-DDEMJ,Month-to-Month,No,Electronic check,45.1,15.28,45.1,0,0,15.28,60.38,dollars
8080-POTJR,One Year,Yes,Credit card (automatic),79.3,6.74,2427.1,0,0,202.2,2629.3,dollars
8082-GHXOP,Month-to-Month,No,Mailed check,44,26.63,659.35,0,0,346.19,1005.54,dollars
8083-YTZES,Month-to-Month,Yes,Electronic check,74.35,47.82,265.35,0,0,191.28,456.63,dollars
8084-OIVBS,One Year,No,Mailed check,20,46.49,211.95,0,0,511.39,723.34,dollars
8085-MSNLK,Two Year,No,Mailed check,11395,42.68,6891.4,0,0,2646.16,9537.56,cents
8086-OVPWV,Month-to-Month,Yes,Electronic check,80.2,26.47,181.1,0,10,52.94,244.04,dollars
8087-LGYHQ,Month-to-Month,Yes,Electronic check,9405,15.53,811.65,0,0,139.77,951.42,cents
8089-UZWLX,Two Year,No,Bank transfer (automatic),104.05,47.86,7413.55,0,0,3398.06,10811.61,dollars
8091-TTVAX,One Year,No,Credit card (automatic),100.35,5.69,5681.1,0,0,330.02,6011.12,dollars
8092-NLTGF,Two Year,No,Bank transfer (automatic),24.75,29.29,1777.6,0,0,2108.88,3886.48,dollars
8095-WANWK,Month-to-Month,No,Mailed check,4525,3.55,428.7,44.9,0,35.5,419.3,cents
8096-LOIST,Month-to-Month,Yes,Electronic check,56.2,40.22,1093.4,0,0,764.18,1857.58,dollars
8097-OMULG,One Year,No,Credit card (automatic),7675,15.94,4541.9,0,0,940.46,5482.36,cents
8097-VBQTZ,Month-to-Month,Yes,Mailed check,69.9,27.62,3883.3,0,0,1491.48,5374.78,dollars
8098-LLAZX,Month-to-Month,Yes,Electronic check,9545,31.61,396.1,0,0,126.44,522.54,cents
8098-TDCBU,Two Year,No,Electronic check,25.25,33.63,1108.2,0,0,1412.46,2520.66,dollars
8099-MZPUJ,Two Year,No,Credit card (automatic),111.8,12.57,5443.65,0,0,603.36,6047.01,dollars
8100-HZZLJ,Month-to-Month,Yes,Electronic check,63.95,5.6,2737.05,0,0,240.8,2977.85,dollars
8100-PNJMH,Two Year,Yes,Credit card (automatic),8885,41.61,6132.7,0,0,2829.48,8962.18,cents
8104-OSKWT,Month-to-Month,Yes,Electronic check,79.8,14.42,1001.2,21.53,0,173.04,1152.71,dollars
8106-GWQOK,Two Year,Yes,Bank transfer (automatic),60,0,2193.2,0,0,0,2193.2,dollars
8107-KNCIM,Two Year,Yes,Electronic check,7509.999999999999,45.46,1013.35,0,0,636.44,1649.79,cents
8107-RZLNV,Two Year,Yes,Bank transfer (automatic),106.3,15.09,7565.35,0,0,1086.48,8651.83,dollars
8108-UXRQN,Month-to-Month,No,Electronic check,5055,0,565.35,0,0,0,565.35,cents
8109-YUOHE,One Year,No,Mailed check,56.1,36.47,946.95,0,0,619.99,1566.94,dollars
8111-BKVDS,Month-to-Month,No,Bank transfer (automatic),40.7,0,449.3,0,0,0,449.3,dollars
8111-RKSPX,Month-to-Month,Yes,Bank transfer (automatic),7220,29.98,305.55,0,0,119.92,425.47,cents
8111-SLLHI,Month-to-Month,Yes,Electronic check,105.65,33.25,4284.8,0,0,1296.75,5581.55,dollars
8118-LSUEL,Month-to-Month,Yes,Electronic check,106.4,17.62,2483.5,0,0,405.26,2888.76,dollars
8118-TJAFG,Month-to-Month,Yes,Electronic check,10150,36.94,906.85,0,0,332.46,1239.31,cents
8120-JDCAM,Month-to-Month,Yes,Mailed check,6955,37.23,284.9,0,0,148.92,433.82,cents
8123-QBNAZ,Month-to-Month,Yes,Credit card (automatic),10450,43.7,3684.95,0,0,1573.2,5258.15,cents
8124-NZVGJ,One Year,Yes,Mailed check,4925,0,255.6,0,0,0,255.6,cents
8125-QPFJD,Two Year,Yes,Bank transfer (automatic),84.9,1.34,6065.3,0,0,96.48,6161.78,dollars
8128-YVJRG,Month-to-Month,Yes,Mailed check,79.65,40.32,604.7,0,0,282.24,886.94,dollars
8129-GMVGI,Two Year,No,Mailed check,20.05,35.38,1090.1,0,0,1981.28,3071.38,dollars
8132-YPVBX,Month-to-Month,Yes,Mailed check,8595,40.64,514.6,0,0,243.84,758.44,cents
8133-ANHHJ,One Year,No,Bank transfer (automatic),103,36.47,5166.2,0,0,1787.03,6953.23,dollars
8138-EALND,Month-to-Month,No,Mailed check,19.75,3.49,311.6,0,0,52.35,363.95,dollars
8143-ETQTI,Two Year,Yes,Mailed check,1964.9999999999998,1.88,451.55,0,0,43.24,494.79,cents
8144-DGHXP,Two Year,No,Electronic check,80.6,36.68,4299.95,0,140,1980.72,6420.67,dollars
8146-QQKZH,Two Year,No,Bank transfer (automatic),81.85,6.23,5924.4,0,0,442.33,6366.73,dollars
8148-BPLZQ,Month-to-Month,Yes,Electronic check,49.8,4.89,1734.2,0,70,166.26,1970.46,dollars
8148-NLEGT,Two Year,No,Electronic check,2295,13.95,1014.25,0,0,585.9,1600.15,cents
8148-WOCMK,Two Year,No,Credit card (automatic),19.6,13.43,125,0,0,107.44,232.44,dollars
8149-AIQCG,Month-to-Month,Yes,Credit card (automatic),7315.000000000001,8.69,2730.85,0,0,338.91,3069.76,cents
8149-RSOUN,Month-to-Month,Yes,Electronic check,9385,16.15,93.85,0,0,16.15,110,cents
8150-QUDFX,Month-to-Month,No,Mailed check,19.85,27.47,51.6,0,0,54.94,106.54,dollars
8152-UOBNY,One Year,Yes,Electronic check,106.8,10.6,5347.95,0,0,530,5877.95,dollars
8152-VETUR,Two Year,Yes,Credit card (automatic),97.7,28.59,6869.7,0,0,2058.48,8928.18,dollars
8155-IBNHG,Month-to-Month,Yes,Credit card (automatic),75.4,17.73,1747.85,0,0,425.52,2173.37,dollars
8158-WPEZG,Month-to-Month,Yes,Electronic check,35.65,0,425.1,0,0,0,425.1,dollars
8160-HOWOX,Month-to-Month,Yes,Electronic check,66.85,48.16,458.1,0,0,337.12,795.22,dollars
8161-QYMTT,Month-to-Month,Yes,Electronic check,9410,7.37,701.3,0,0,51.59,752.89,cents
8164-OCKUJ,Two Year,No,Mailed check,20.6,2.47,1286,0,0,145.73,1431.73,dollars
8165-CBKXO,Two Year,Yes,Credit card (automatic),56.75,0,3708.4,0,0,0,3708.4,dollars
8165-ZJRNM,Two Year,No,Bank transfer (automatic),23.75,21.14,1679.25,0,0,1522.08,3201.33,dollars
8166-ORCHU,One Year,Yes,Electronic check,93.55,44.54,3055.5,0,0,1469.82,4525.32,dollars
8166-ZZTFS,Two Year,Yes,Bank transfer (automatic),80.55,21.7,5265.1,0,0,1432.2,6697.3,dollars
8167-GJLRN,Month-to-Month,No,Electronic check,30.4,0,82.15,0,0,0,82.15,dollars
8168-UQWWF,Month-to-Month,Yes,Bank transfer (automatic),97.85,27.57,1105.4,0,0,303.27,1408.67,dollars
8169-SAEJD,Two Year,No,Credit card (automatic),5655,0,3952.65,0,40,0,3992.65,cents
8173-RXAYP,Two Year,No,Mailed check,1970,30.41,452.55,0,0,729.84,1182.39,cents
8174-LNWMW,Two Year,No,Credit card (automatic),20.9,26.16,689.35,0,0,810.96,1500.31,dollars
8174-TBVCF,Two Year,Yes,Credit card (automatic),94.8,26.47,6859.05,0,0,1852.9,8711.95,dollars
8178-EYZUO,Month-to-Month,Yes,Electronic check,9370,15.78,4154.8,0,0,725.88,4880.68,cents
8180-AKMJV,Month-to-Month,Yes,Credit card (automatic),44.55,23.04,44.55,0,0,23.04,67.59,dollars
8181-YHCMF,Two Year,No,Credit card (automatic),6030,0,4109,0,0,0,4109,cents
8182-BJDSI,Month-to-Month,Yes,Electronic check,89.95,30.28,2625.55,0,0,847.84,3473.39,dollars
8182-PNAGI,Month-to-Month,No,Bank transfer (automatic),50.25,46.58,593.75,0,120,558.96,1272.71,dollars
8183-ONMXC,Month-to-Month,No,Electronic check,8075,5.11,159.45,0,0,10.22,169.67,cents
8184-WMOFI,One Year,No,Credit card (automatic),71.4,14.05,4487.3,0,0,871.1,5358.4,dollars
8185-UPYBR,Month-to-Month,Yes,Electronic check,7550,21.23,438,0,0,127.38,565.38,cents
8189-DUKMV,One Year,No,Bank transfer (automatic),20.5,44.73,79.05,0,0,178.92,257.97,dollars
8189-HBVRW,Month-to-Month,No,Electronic check,90.8,2.51,4921.2,0,60,133.03,5114.23,dollars
8189-XRIKE,Two Year,No,Electronic check,90.95,31.57,2897.95,25.55,0,1010.24,3882.64,dollars
8190-ZTQFB,One Year,Yes,Electronic check,51.35,0,2075.1,0,80,0,2155.1,dollars
8191-XWSZG,One Year,No,Mailed check,2065,22.55,1022.95,0,0,1172.6,2195.55,cents
8194-PEEBY,One Year,No,Mailed check,1989.9999999999998,4.47,533.5,0,0,107.28,640.78,cents
8197-BFWVU,Two Year,Yes,Bank transfer (automatic),93.25,1.72,6688.95,0,0,123.84,6812.79,dollars
8198-RKSZG,Month-to-Month,No,Credit card (automatic),80.45,9.77,1137.05,0,0,136.78,1273.83,dollars
8199-ZLLSA,One Year,Yes,Bank transfer (automatic),118.35,22.66,7804.15,0,0,1518.22,9322.37,dollars
8200-KLNYW,One Year,No,Mailed check,80.9,11.27,1714.95,0,60,236.67,2011.62,dollars
8200-LGKSR,Two Year,No,Electronic check,83.2,35.09,6126.1,0,0,2491.39,8617.49,dollars
8201-AAXCB,Month-to-Month,No,Electronic check,6035,25.87,1404.65,0,10,646.75,2061.4,cents
8203-XJZRC,Month-to-Month,No,Mailed check,20.25,40.46,20.25,0,0,40.46,60.71,dollars
8204-TIFGJ,Month-to-Month,Yes,Bank transfer (automatic),20.3,16.26,470.6,0,0,373.98,844.58,dollars
8204-YJCLA,Two Year,Yes,Bank transfer (automatic),6480,0,4732.35,0,0,0,4732.35,cents
8205-MQUGY,Month-to-Month,Yes,Electronic check,4920,9.58,571.15,0,80,114.96,766.11,cents
8205-OTCHB,One Year,Yes,Bank transfer (automatic),43.75,0,903.6,0,0,0,903.6,dollars
8205-VSLRB,Two Year,No,Credit card (automatic),77.3,4.8,5498.2,26.87,0,336,5807.33,dollars
8207-DMRVL,Two Year,No,Bank transfer (automatic),114.55,21.89,8306.05,21.6,40,1576.08,9900.53,dollars
8207-VVMYB,Two Year,Yes,Bank transfer (automatic),26,14.15,2006.95,0,0,990.5,2997.45,dollars
8208-EUMTE,Two Year,No,Mailed check,5485,0,916.15,0,0,0,916.15,cents
8212-CRQXP,Month-to-Month,Yes,Credit card (automatic),80,45.1,1706.45,0,50,992.2,2748.65,dollars
8212-DJRCH,Month-to-Month,Yes,Mailed check,90.35,15.01,434.5,17.33,0,75.05,492.22,dollars
8213-TAZPM,One Year,Yes,Bank transfer (automatic),108.75,46.45,7493.05,0,100,3205.05,10798.1,dollars
8215-NGSPE,Two Year,No,Mailed check,20,3.14,833.55,0,0,131.88,965.43,dollars
8216-AZUUZ,Two Year,Yes,Electronic check,100.4,12.6,4303.65,0,0,529.2,4832.85,dollars
8217-QYOHV,Month-to-Month,Yes,Mailed check,55.75,30.92,266.95,0,0,154.6,421.55,dollars
8218-FFJDS,Two Year,Yes,Bank transfer (automatic),86.4,15.35,6058.95,0,0,1105.2,7164.15,dollars
8219-VYBVI,Two Year,No,Mailed check,25,49.95,1004.35,0,0,1948.05,2952.4,dollars
8220-OCUFY,One Year,Yes,Electronic check,6025,7.41,1258.35,0,0,155.61,1413.96,cents
8221-EQDGL,Month-to-Month,No,Mailed check,6100,25.32,2130.45,10.7,0,886.2,3005.95,cents
8221-HVAYI,Two Year,Yes,Credit card (automatic),69.15,5.06,2490.15,0,0,177.1,2667.25,dollars
8224-DWCKX,Two Year,Yes,Credit card (automatic),73.3,43.4,828.05,0,0,520.8,1348.85,dollars
8224-IVVPA,Month-to-Month,Yes,Mailed check,5670,25.21,1652.95,0,0,680.67,2333.62,cents
8224-KDLKN,Two Year,No,Bank transfer (automatic),2500,19.04,1738.9,0,0,1370.88,3109.78,cents
8224-UAXBZ,One Year,Yes,Electronic check,4535,0,2540.1,4.08,0,0,2536.02,cents
8225-BTJAU,Month-to-Month,Yes,Electronic check,79.25,7.51,793.55,0,0,75.1,868.65,dollars
8226-BXGES,One Year,No,Bank transfer (automatic),8945,13.8,5692.65,0,0,883.2,6575.85,cents
8229-BUJHX,Two Year,No,Bank transfer (automatic),2050,11.13,1500.95,0,0,790.23,2291.18,cents
8229-MYEJZ,Month-to-Month,No,Electronic check,51.2,45.56,498.25,0,0,455.6,953.85,dollars
8229-TNIQA,Month-to-Month,Yes,Mailed check,45.3,39.9,196.95,0,0,159.6,356.55,dollars
8231-BSWXX,One Year,Yes,Credit card (automatic),7905,41.34,5552.5,0,0,2935.14,8487.64,cents
8232-CTLKO,Two Year,Yes,Electronic check,59.75,8.39,3996.8,0,0,553.74,4550.54,dollars
8232-UTFOZ,Two Year,No,Credit card (automatic),19.95,7.18,1399.35,0,0,495.42,1894.77,dollars
8234-GSZYK,Two Year,No,Bank transfer (automatic),26.45,28.9,1110.05,0,0,1242.7,2352.75,dollars
8237-ULIXL,Two Year,No,Credit card (automatic),2485,13.27,1871.85,0,0,955.44,2827.29,cents
8241-JUIQO,One Year,No,Bank transfer (automatic),19.45,25.91,1336.35,0,0,1580.51,2916.86,dollars
8242-JSVBO,Month-to-Month,Yes,Bank transfer (automatic),4465,26.76,322.5,0,0,187.32,509.82,cents
8242-PDSGJ,Two Year,Yes,Credit card (automatic),39.15,0,2692.75,0,0,0,2692.75,dollars
8242-SOQUO,One Year,Yes,Electronic check,84.7,14.22,392.5,41.2,0,71.1,422.4,dollars
8245-UMPYT,Month-to-Month,Yes,Electronic check,9640,32.11,1581.2,47.2,0,513.76,2047.76,cents
8246-SHFGA,Month-to-Month,No,Credit card (automatic),21.1,34.02,385.55,0,0,578.34,963.89,dollars
8249-THVEC,One Year,No,Mailed check,19.4,37.63,997.75,0,0,1919.13,2916.88,dollars
8250-ZNGGW,Two Year,No,Credit card (automatic),59.9,43.99,287.85,0,20,219.95,527.8,dollars
8257-RZAHR,Month-to-Month,Yes,Bank transfer (automatic),6470,20.4,941,0,0,285.6,1226.6,cents
8258-GSTJK,Month-to-Month,Yes,Electronic check,77,48.34,237.75,0,0,145.02,382.77,dollars
8259-DZLIZ,One Year,Yes,Bank transfer (automatic),53.85,17.07,3399.85,0,0,1092.48,4492.33,dollars
8259-NFJTV,Month-to-Month,No,Mailed check,3465,0,246.6,0,0,0,246.6,cents
8260-NGFNY,Month-to-Month,No,Mailed check,25.2,0,25.2,0,0,0,25.2,dollars
8261-GWDBQ,Two Year,Yes,Bank transfer (automatic),116.05,4.06,6925.9,0,0,243.6,7169.5,dollars
8262-COGGB,Month-to-Month,Yes,Mailed check,2045,11.61,20.45,0,0,11.61,32.06,cents
8263-JQAIK,Month-to-Month,Yes,Mailed check,2445,0,47.5,0,0,0,47.5,cents
8263-OKETD,Month-to-Month,Yes,Credit card (automatic),68.9,22.75,1370.35,0,0,455,1825.35,dollars
8263-QMNTJ,Two Year,Yes,Electronic check,115.55,47.82,8425.3,0,0,3443.04,11868.34,dollars
8265-HKSOW,Two Year,No,Credit card (automatic),107.45,17.89,7658.3,0,0,1288.08,8946.38,dollars
8266-VBFQL,Month-to-Month,Yes,Electronic check,9040,31.92,356.65,0,0,127.68,484.33,cents
8267-KFGYD,Month-to-Month,Yes,Mailed check,21.05,10.14,21.05,0,0,10.14,31.19,dollars
8267-ZNYVZ,One Year,Yes,Electronic check,103.75,15.66,3361.05,0,100,516.78,3977.83,dollars
8268-YDIXR,One Year,Yes,Electronic check,93.15,40.33,5253.95,0,0,2258.48,7512.43,dollars
8270-RKSAP,Month-to-Month,Yes,Electronic check,70.5,40.71,597.9,0,0,366.39,964.29,dollars
8272-ONJLV,One Year,No,Electronic check,95.7,49,1184,0,0,588,1772,dollars
8276-MQBYC,Month-to-Month,Yes,Electronic check,9780,19.49,4913.3,0,0,993.99,5907.29,cents
8277-RVRSV,One Year,No,Credit card (automatic),24.15,1.71,800.3,0,0,56.43,856.73,dollars
8280-MQRQN,Month-to-Month,Yes,Mailed check,5045,23.7,50.45,0,0,23.7,74.15,cents
8285-ABVLB,Two Year,No,Credit card (automatic),1985.0000000000002,40.91,1328.35,33.29,0,2863.7,4158.76,cents
8286-AFUYI,Month-to-Month,No,Electronic check,4795,46.23,47.95,0,0,46.23,94.18,cents
8290-YWKHZ,Month-to-Month,Yes,Electronic check,93.2,33.74,2931,17.88,0,1079.68,3992.8,dollars
8292-FRFZQ,One Year,No,Bank transfer (automatic),41.15,0,1700.9,0,0,0,1700.9,dollars
8292-ITGYJ,Two Year,Yes,Bank transfer (automatic),24.65,20.11,1138.8,0,0,904.95,2043.75,dollars
8292-TYSPY,Month-to-Month,Yes,Credit card (automatic),55,4.3,1046.5,0,30,81.7,1158.2,dollars
8294-UIMBA,One Year,Yes,Bank transfer (automatic),94.4,2.67,2638.1,0,0,80.1,2718.2,dollars
8295-FHIVV,Month-to-Month,Yes,Mailed check,19.4,9.19,168.65,0,0,64.33,232.98,dollars
8295-KMENE,Two Year,Yes,Mailed check,76.45,13.27,4519.5,30.22,0,782.93,5272.21,dollars
8305-VHZBZ,Month-to-Month,Yes,Mailed check,20.2,13.27,20.2,0,0,13.27,33.47,dollars
8309-IEYJD,Two Year,Yes,Mailed check,70.6,32.61,70.6,0,30,32.61,133.21,dollars
8309-PPCED,Two Year,Yes,Bank transfer (automatic),110.45,46.23,7982.5,0,0,3328.56,11311.06,dollars
8311-UEUAB,Two Year,Yes,Electronic check,75.5,1.36,5229.45,0,0,91.12,5320.57,dollars
8313-AFGBW,Two Year,No,Electronic check,73.6,14.14,3522.65,0,0,664.58,4187.23,dollars
8313-KTIHG,Month-to-Month,Yes,Electronic check,61.3,37.7,249.4,0,10,150.8,410.2,dollars
8313-NDOIA,Month-to-Month,Yes,Electronic check,10415,38.79,2494.65,0,40,930.96,3465.61,cents
8314-DPQHL,One Year,No,Mailed check,50.8,0,463.6,0,0,0,463.6,dollars
8314-HTWVE,Two Year,No,Mailed check,1985.0000000000002,35.26,144.15,0,0,246.82,390.97,cents
8316-BBQAY,Two Year,No,Credit card (automatic),59.95,0,3921.1,0,0,0,3921.1,dollars
8317-BVKSO,Month-to-Month,Yes,Electronic check,2005,9.19,299.3,0,0,128.66,427.96,cents
8318-LCNBW,One Year,No,Credit card (automatic),5315,0,1930.9,0,0,0,1930.9,cents
8319-QBEHW,One Year,Yes,Bank transfer (automatic),39.95,0,1023.75,0,0,0,1023.75,dollars
8325-QRPZR,Month-to-Month,Yes,Electronic check,75.15,30.06,525,0,10,210.42,745.42,dollars
8327-LZKAS,One Year,Yes,Electronic check,107.55,13.84,4533.9,0,140,595.12,5269.02,dollars
8327-WKMIE,One Year,No,Credit card (automatic),20.15,34.37,785.75,0,0,1271.69,2057.44,dollars
8328-SKJNO,One Year,No,Bank transfer (automatic),40.65,0,947.4,0,0,0,947.4,dollars
8329-GWVPJ,Month-to-Month,Yes,Bank transfer (automatic),69.75,10.21,3557.7,0,0,510.5,4068.2,dollars
8329-IBCTI,Month-to-Month,No,Mailed check,19.65,6.08,19.65,0,0,6.08,25.73,dollars
8329-UTMVM,One Year,Yes,Bank transfer (automatic),104.65,34.39,2964,0,0,928.53,3892.53,dollars
8331-ZXFOE,One Year,Yes,Credit card (automatic),71.1,42.33,4299.2,0,0,2455.14,6754.34,dollars
8332-OSJDW,One Year,No,Mailed check,26.4,45.15,314.95,0,0,541.8,856.75,dollars
8336-TAVKX,Two Year,No,Bank transfer (automatic),78.45,15.82,5682.25,0,0,1139.04,6821.29,dollars
8337-MSSXB,Month-to-Month,Yes,Electronic check,86.3,29.3,1180.95,0,10,410.2,1601.15,dollars
8337-UPOAQ,Month-to-Month,Yes,Electronic check,89.8,16.88,914.3,0,0,168.8,1083.1,dollars
8338-QIUNR,Two Year,Yes,Credit card (automatic),66.5,6.09,4811.6,45.61,0,438.48,5204.47,dollars
8344-WFMFH,Month-to-Month,Yes,Electronic check,50.1,27.64,484.05,0,0,248.76,732.81,dollars
8345-MVDYC,Two Year,No,Bank transfer (automatic),8165.000000000001,37.39,3618.7,0,0,1682.55,5301.25,cents
8347-GDTMP,Two Year,No,Credit card (automatic),19.45,14.78,1225.65,0,0,945.92,2171.57,dollars
8348-HFYIV,Month-to-Month,Yes,Electronic check,49.25,0,90.35,0,0,0,90.35,dollars
8348-JLBUG,One Year,No,Credit card (automatic),80.3,14.87,5017.7,0,0,951.68,5969.38,dollars
8350-NYMVI,Month-to-Month,No,Bank transfer (automatic),41.1,0,1597.05,0,0,0,1597.05,dollars
8356-WUAOJ,Month-to-Month,Yes,Electronic check,45,40.63,45,0,10,40.63,95.63,dollars
8357-EQXFO,Month-to-Month,Yes,Electronic check,9535,48.36,660.9,34.29,0,338.52,965.13,cents
8361-LBRDI,Two Year,No,Credit card (automatic),24.35,38.62,1423.85,0,0,2239.96,3663.81,dollars
8361-LTMKD,Month-to-Month,Yes,Mailed check,74.4,10.61,306.6,0,20,42.44,369.04,dollars
8364-TRMMK,Month-to-Month,Yes,Mailed check,50.65,22.56,151.3,0,0,67.68,218.98,dollars
8372-JUXUI,Month-to-Month,Yes,Electronic check,74.35,14.02,74.35,0,0,14.02,88.37,dollars
8374-UULRV,Two Year,No,Credit card (automatic),8605,48.36,6309.65,0,20,3481.92,9811.57,cents
8374-XGEJJ,Month-to-Month,Yes,Electronic check,10100,31.25,4388.4,0,150,1343.75,5882.15,cents
8375-DKEBR,Month-to-Month,Yes,Electronic check,69.6,34.51,69.6,0,0,34.51,104.11,dollars
8375-KVTHK,One Year,Yes,Electronic check,100.3,49.51,6754.35,0,90,3366.68,10211.03,dollars
